Company Name,Industry,Sector,Country,Report Type,Report Year,Report Link,Source,Download Result
Renault SA,Automobiles,Transportation,France,Document d'Enregistrement Universel,2024,https://www.renaultgroup.com/finance/publications/,SASB,"⚠️ HTTPSConnectionPool(host='www.renaultgroup.com', port=443): Max retries exceeded with url: /finance/publications/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB5650>: Failed to resolve 'www.renaultgroup.com' ([Errno 11001] getaddrinfo failed)""))"
Renesas Electronics Corp,Semiconductors,Technology & Communications,Japan,Sustainability Report,2023,https://www.renesas.com/us/en/document/rep/2022-renesas-sustainability-report?r=25420926,SASB,"⚠️ HTTPSConnectionPool(host='www.renesas.com', port=443): Max retries exceeded with url: /us/en/document/rep/2022-renesas-sustainability-report?r=25420926 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AE250>: Failed to resolve 'www.renesas.com' ([Errno 11001] getaddrinfo failed)""))"
ReNew,Wind Technology & Project Developers,Renewable Resources & Alternative Energy,India,Annual Integrated Report,2023-2024,https://dg4e57nn4fnta.cloudfront.net/irr/pdf/ReNew-Annual-Integrated-Report-FY-2023-24.pdf,SASB,"⚠️ HTTPSConnectionPool(host='dg4e57nn4fnta.cloudfront.net', port=443): Max retries exceeded with url: /irr/pdf/ReNew-Annual-Integrated-Report-FY-2023-24.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AD850>: Failed to resolve 'dg4e57nn4fnta.cloudfront.net' ([Errno 11001] getaddrinfo failed)""))"
Renewable Energy Group Inc,Biofuels,Renewable Resources & Alternative Energy,United States,ESG Report,2021,https://www.regi.com/docs/default-source/esg-reports/reg_esg-2021_5-19-22.pdf?Status=Temp&sfvrsn=59f10fc7_2,SASB,"⚠️ HTTPSConnectionPool(host='www.regi.com', port=443): Max retries exceeded with url: /docs/default-source/esg-reports/reg_esg-2021_5-19-22.pdf?Status=Temp&sfvrsn=59f10fc7_2 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AAD490>: Failed to resolve 'www.regi.com' ([Errno 11001] getaddrinfo failed)""))"
Rent-A-Center Inc/TX,Multiline and Specialty Retailers & Distributors,Consumer Goods,United States,Sustainability Report,2023,https://investor.rentacenter.com/static-files/aac44696-d5d9-4739-b0ae-767ef3b9194f,SASB,"⚠️ HTTPSConnectionPool(host='investor.rentacenter.com', port=443): Max retries exceeded with url: /static-files/aac44696-d5d9-4739-b0ae-767ef3b9194f (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5DF90>: Failed to resolve 'investor.rentacenter.com' ([Errno 11001] getaddrinfo failed)""))"
Rentokil Initial PLC,Professional & Commercial Services,Services,Britain,Responsible Business Report,2024,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/responsible-delivery/reports/Rentokil%20Initial_Responsible%20Business%20Report_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rentokil-initial.com', port=443): Max retries exceeded with url: /~/media/Files/R/Rentokil/documents/responsible-delivery/reports/Rentokil%20Initial_Responsible%20Business%20Report_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB6290>: Failed to resolve 'www.rentokil-initial.com' ([Errno 11001] getaddrinfo failed)""))"
Repay Holdings Corp,Software & IT Services,Technology & Communications,United States,Sustainability Report,2024,https://repay.com/,SASB,"⚠️ HTTPSConnectionPool(host='repay.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9DA90>: Failed to resolve 'repay.com' ([Errno 11001] getaddrinfo failed)""))"
Repligen Corp,Medical Equipment & Supplies,Health Care,United States,Sustainability Report,2023,https://www.repligen.com/sustainability/2023-sustainability-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.repligen.com', port=443): Max retries exceeded with url: /sustainability/2023-sustainability-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC6D10>: Failed to resolve 'www.repligen.com' ([Errno 11001] getaddrinfo failed)""))"
Repsol International Finance BV,Oil & Gas – Exploration & Production,Extractives & Minerals Processing,Netherlands,Integrated Management Report,2023,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.repsol.com', port=443): Max retries exceeded with url: /content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB5090>: Failed to resolve 'www.repsol.com' ([Errno 11001] getaddrinfo failed)""))"
Repsol YPF,Oil & Gas – Exploration & Production,Extractives & Minerals Processing,Spain,Integrated Report,2023,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.repsol.com', port=443): Max retries exceeded with url: /content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9C290>: Failed to resolve 'www.repsol.com' ([Errno 11001] getaddrinfo failed)""))"
Republic Services,Waste Management,Infrastructure,United States,SASB Index,2023,https://republicservicesinc.gcs-web.com/static-files/2023-Republic-Services-SASB-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='republicservicesinc.gcs-web.com', port=443): Max retries exceeded with url: /static-files/2023-Republic-Services-SASB-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC4150>: Failed to resolve 'republicservicesinc.gcs-web.com' ([Errno 11001] getaddrinfo failed)""))"
Resideo Technologies Inc,Electrical & Electronic Equipment,Resource Transformation,United States,ESG Report,2023,https://s27.q4cdn.com/999644081/files/doc_presentations/2024/Aug/resideo-2023-esg-report-final.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s27.q4cdn.com', port=443): Max retries exceeded with url: /999644081/files/doc_presentations/2024/Aug/resideo-2023-esg-report-final.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A65010>: Failed to resolve 's27.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Resmed,Medical Equipment & Supplies,Health Care,United States,Sustainability Report,2024,https://document.resmed.com/documents/global/ResMed_Sustainability_report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='document.resmed.com', port=443): Max retries exceeded with url: /documents/global/ResMed_Sustainability_report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACE210>: Failed to resolve 'document.resmed.com' ([Errno 11001] getaddrinfo failed)""))"
Resona Holdings Inc,Commercial Banks,Financials,Japan,Integrated Report,2024,https://www.resona-gr.co.jp/holdings/english/investors/financial/integrated/pdf/23/ir24.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.resona-gr.co.jp', port=443): Max retries exceeded with url: /holdings/english/investors/financial/integrated/pdf/23/ir24.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5FE50>: Failed to resolve 'www.resona-gr.co.jp' ([Errno 11001] getaddrinfo failed)""))"
Resources Global Development Ltd,Metals & Mining,Extractives & Minerals Processing,Singapore,Annual Report,2023,https://links.sgx.com/FileOpen/Resources%20Global%20Development%20Limited%20AR2023.ashx?App=Announcement&FileID=796192,SASB,"⚠️ HTTPSConnectionPool(host='links.sgx.com', port=443): Max retries exceeded with url: /FileOpen/Resources%20Global%20Development%20Limited%20AR2023.ashx?App=Announcement&FileID=796192 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACE5D0>: Failed to resolve 'links.sgx.com' ([Errno 11001] getaddrinfo failed)""))"
Restaurant Brands International Inc,Restaurants,Food & Beverage,Canada,Sustainability Report,2022,https://s26.q4cdn.com/317237604/files/doc_downloads/2023/08/2022-Restaurant-Brands-for-Good-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s26.q4cdn.com', port=443): Max retries exceeded with url: /317237604/files/doc_downloads/2023/08/2022-Restaurant-Brands-for-Good-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB7110>: Failed to resolve 's26.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Retail Opportunity Investments Corp,Real Estate,Infrastructure,United States,ESG Report,2024,https://cdn.prod.website-files.com/63b652d49be4fb19e8cf5866/6675ce03bc80e565861ca5c2_2024%20ROIC%20ESG%20Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='cdn.prod.website-files.com', port=443): Max retries exceeded with url: /63b652d49be4fb19e8cf5866/6675ce03bc80e565861ca5c2_2024%20ROIC%20ESG%20Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A670D0>: Failed to resolve 'cdn.prod.website-files.com' ([Errno 11001] getaddrinfo failed)""))"
Retail Properties of America Inc,Real Estate,Infrastructure,United States,CSR Report,2023,https://kiterealty.com/,SASB,"⚠️ HTTPSConnectionPool(host='kiterealty.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9C910>: Failed to resolve 'kiterealty.com' ([Errno 11001] getaddrinfo failed)""))"
Revance Therapeutics Inc,Biotechnology & Pharmaceuticals,Health Care,United States,ESG Report,2022,https://investors.revance.com/static-files/f99dac84-97e5-4ec5-bd8e-1c7140433ad5,SASB,"⚠️ HTTPSConnectionPool(host='investors.revance.com', port=443): Max retries exceeded with url: /static-files/f99dac84-97e5-4ec5-bd8e-1c7140433ad5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9F0D0>: Failed to resolve 'investors.revance.com' ([Errno 11001] getaddrinfo failed)""))"
Rexford Industrial Realty Inc,Real Estate,Infrastructure,United States,ESG Report,2023,https://rexford-industrial.s3.us-west-2.amazonaws.com/jenkins/rexford-com/master/uploads/esg/Rexford_Industrial_ESG_Report_2023_053024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='rexford-industrial.s3.us-west-2.amazonaws.com', port=443): Max retries exceeded with url: /jenkins/rexford-com/master/uploads/esg/Rexford_Industrial_ESG_Report_2023_053024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A653D0>: Failed to resolve 'rexford-industrial.s3.us-west-2.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
Rexnord Corp,Industrial Machinery & Goods,Resource Transformation,United States,Sustainability Report,2021,https://zurnwatersolutions.com/getmedia/5802ea43-8fe2-48c0-a46f-189e4195c66b/Zurn_Water_Solutions_Sustainability_Report_2021_FINAL.pdf,SASB,"⚠️ HTTPSConnectionPool(host='zurnwatersolutions.com', port=443): Max retries exceeded with url: /getmedia/5802ea43-8fe2-48c0-a46f-189e4195c66b/Zurn_Water_Solutions_Sustainability_Report_2021_FINAL.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB5650>: Failed to resolve 'zurnwatersolutions.com' ([Errno 11001] getaddrinfo failed)""))"
Rheinmetall AG,Aerospace & Defence,Resource Transformation,Germany,ESG Report,2024,https://www.rheinmetall.com/Rheinmetall%20Group/Verantwortung/Rheinmetall-ESG-Reporting-Factbook-2024-en.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rheinmetall.com', port=443): Max retries exceeded with url: /Rheinmetall%20Group/Verantwortung/Rheinmetall-ESG-Reporting-Factbook-2024-en.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC7E50>: Failed to resolve 'www.rheinmetall.com' ([Errno 11001] getaddrinfo failed)""))"
Ribbon Communications Inc,Hardware,Technology & Communications,United States,Sustainability Report,2023,https://ribboncommunications.com/sites/default/files/2024-09/Ribbon_Sustainability_Report_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='ribboncommunications.com', port=443): Max retries exceeded with url: /sites/default/files/2024-09/Ribbon_Sustainability_Report_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC6910>: Failed to resolve 'ribboncommunications.com' ([Errno 11001] getaddrinfo failed)""))"
Ricoh Co Ltd,Hardware,Technology & Communications,Japan,SASB Index,2023,https://www.ricoh.com/sustainability/report/guideline#sasb_anc01,SASB,"⚠️ HTTPSConnectionPool(host='www.ricoh.com', port=443): Max retries exceeded with url: /sustainability/report/guideline (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AAC110>: Failed to resolve 'www.ricoh.com' ([Errno 11001] getaddrinfo failed)""))"
Rightmove PLC,Internet Media & Services,Technology & Communications,Britain,Annual Report,2024,https://plc.rightmove.co.uk/content/uploads/2025/03/RIG001_2024AR_WEB_250321.pdf,SASB,"⚠️ HTTPSConnectionPool(host='plc.rightmove.co.uk', port=443): Max retries exceeded with url: /content/uploads/2025/03/RIG001_2024AR_WEB_250321.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACFD90>: Failed to resolve 'plc.rightmove.co.uk' ([Errno 11001] getaddrinfo failed)""))"
Ring Energy Inc,Oil & Gas – Exploration & Production,Extractives & Minerals Processing,United States,Sustainability Report,2024,https://d1io3yog0oux5.cloudfront.net/_03f914d127a7f28a78fe5c577a91e872/ringenergy/files/pages/ringenergy/db/919/description/Ring_Energy_Report_2024_Final-Single_Page.pdf,SASB,"⚠️ HTTPSConnectionPool(host='d1io3yog0oux5.cloudfront.net', port=443): Max retries exceeded with url: /_03f914d127a7f28a78fe5c577a91e872/ringenergy/files/pages/ringenergy/db/919/description/Ring_Energy_Report_2024_Final-Single_Page.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD4F10>: Failed to resolve 'd1io3yog0oux5.cloudfront.net' ([Errno 11001] getaddrinfo failed)""))"
Rio Tinto PLC,Metals & Mining,Extractives & Minerals Processing,Britain,Sustainability Fact Book,2024,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/sustainable-development-reports/2024-sustainability-factbook.xlsx?rev=0fbaa63b8f4d456d87b29a201945def9,SASB,"⚠️ HTTPSConnectionPool(host='cdn-rio.dataweavers.io', port=443): Max retries exceeded with url: /-/media/content/documents/invest/reports/sustainable-development-reports/2024-sustainability-factbook.xlsx?rev=0fbaa63b8f4d456d87b29a201945def9 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5E6D0>: Failed to resolve 'cdn-rio.dataweavers.io' ([Errno 11001] getaddrinfo failed)""))"
RioCan Real Estate Investment Trust,Real Estate,Infrastructure,Canada,ESG Supplement,2023,https://s29.q4cdn.com/937534249/files/doc_downloads/esg/2023/2023-ESG_Supplement-v2_.xlsx,SASB,"⚠️ HTTPSConnectionPool(host='s29.q4cdn.com', port=443): Max retries exceeded with url: /937534249/files/doc_downloads/esg/2023/2023-ESG_Supplement-v2_.xlsx (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9EBD0>: Failed to resolve 's29.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Ripley Chile SA,Multiline and Specialty Retailers & Distributors,Consumer Goods,Chile,Annual Report,2023,https://s201.q4cdn.com/897468021/files/doc_financials/2023/ar/2023-Annual-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s201.q4cdn.com', port=443): Max retries exceeded with url: /897468021/files/doc_financials/2023/ar/2023-Annual-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5F690>: Failed to resolve 's201.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Ripley Corp SA,Multiline and Specialty Retailers & Distributors,Consumer Goods,Chile,Memoria Integrada,2022,https://s201.q4cdn.com/897468021/files/doc_financials/2022/ar/Memoria-Ripley-Corp-14Abril-B.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s201.q4cdn.com', port=443): Max retries exceeded with url: /897468021/files/doc_financials/2022/ar/Memoria-Ripley-Corp-14Abril-B.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD4610>: Failed to resolve 's201.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Rise Energy Services,Solar Technology & Project Developers,Renewable Resources & Alternative Energy,China,Sustainability Report,2023,https://en.risenenergy.com/uploads/20240506/cbc82a10e7a167d2a9adab8fff14d3ee.pdf,SASB,"⚠️ HTTPSConnectionPool(host='en.risenenergy.com', port=443): Max retries exceeded with url: /uploads/20240506/cbc82a10e7a167d2a9adab8fff14d3ee.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACE750>: Failed to resolve 'en.risenenergy.com' ([Errno 11001] getaddrinfo failed)""))"
Ritchie Bros Auctioneers Inc,Industrial Machinery & Goods,Resource Transformation,Canada,ESG Report,2022,https://s24.q4cdn.com/560830410/files/doc_downloads/2023/04/esg_ritchiebros_2022_final.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s24.q4cdn.com', port=443): Max retries exceeded with url: /560830410/files/doc_downloads/2023/04/esg_ritchiebros_2022_final.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD5190>: Failed to resolve 's24.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Rite Aid Corp,Drug Retailers,Health Care,United States,ESG Report,2023,https://s27.q4cdn.com/633053956/files/doc_downloads/2023/07/ra1344250_rite_aid_esg_report_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s27.q4cdn.com', port=443): Max retries exceeded with url: /633053956/files/doc_downloads/2023/07/ra1344250_rite_aid_esg_report_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5D010>: Failed to resolve 's27.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Ritek Corp,Hardware,Technology & Communications,Taiwan,Sustainability Report,2021,https://www.ritek.com/_run.php?work=down&file=2d32b849cee02dc22bd6d4a6e7f1eb399ac471e9.pdf&name=2021%E5%B9%B4%E5%BA%A6%E9%8C%B8%E5%BE%B7%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8-%E6%96%87%E5%AD%97%E5%AE%9A%E7%A8%BF20220527.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.ritek.com', port=443): Max retries exceeded with url: /_run.php?work=down&file=2d32b849cee02dc22bd6d4a6e7f1eb399ac471e9.pdf&name=2021%E5%B9%B4%E5%BA%A6%E9%8C%B8%E5%BE%B7%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8-%E6%96%87%E5%AD%97%E5%AE%9A%E7%A8%BF20220527.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5C350>: Failed to resolve 'www.ritek.com' ([Errno 11001] getaddrinfo failed)""))"
RLJ Lodging Trust,Real Estate,Infrastructure,United States,Sustainability Report,2023,https://www.rljlodgingtrust.com/wp-content/uploads/2024/04/RLJ-Corporate-Sustainability-Report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rljlodgingtrust.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/04/RLJ-Corporate-Sustainability-Report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5E490>: Failed to resolve 'www.rljlodgingtrust.com' ([Errno 11001] getaddrinfo failed)""))"
RLX Technology Inc,Tobacco,Food & Beverage,China,ESG Report,2023,https://ir.relxtech.com/download/RLX+Tech+ESG+Report+2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='ir.relxtech.com', port=443): Max retries exceeded with url: /download/RLX+Tech+ESG+Report+2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5E910>: Failed to resolve 'ir.relxtech.com' ([Errno 11001] getaddrinfo failed)""))"
RMR Group Inc/The,Real Estate,Infrastructure,United States,Sustainability Report,2022,https://s21.q4cdn.com/317921054/files/doc_downloads/sustainability/interactive/2022/_doc/The_RMR_Group_2022_Sustainability_Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s21.q4cdn.com', port=443): Max retries exceeded with url: /317921054/files/doc_downloads/sustainability/interactive/2022/_doc/The_RMR_Group_2022_Sustainability_Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39ADCD0>: Failed to resolve 's21.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Robert Half International Inc,Professional & Commercial Services,Services,United States,ESG Report,2022,https://www.roberthalf.com/sites/default/files/documents_not_indexed/RH-ESG-Report-2022.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.roberthalf.com', port=443): Max retries exceeded with url: /sites/default/files/documents_not_indexed/RH-ESG-Report-2022.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB4CD0>: Failed to resolve 'www.roberthalf.com' ([Errno 11001] getaddrinfo failed)""))"
Robinsons Land Corp,Real Estate,Infrastructure,Philippines,Sustainability Report,2021,https://robinsonsland.com/sites/default/files/2022-04/RLC%202021%20Sustainability%20Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='robinsonsland.com', port=443): Max retries exceeded with url: /sites/default/files/2022-04/RLC%202021%20Sustainability%20Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD6810>: Failed to resolve 'robinsonsland.com' ([Errno 11001] getaddrinfo failed)""))"
Roc360,Software & IT Services,Technology & Communications,United States,Sustainability Report,2023,https://info1.exlservice.com/hubfs/Asset-library/Corporate/EXL-Sustainability-Report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='info1.exlservice.com', port=443): Max retries exceeded with url: /hubfs/Asset-library/Corporate/EXL-Sustainability-Report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD7290>: Failed to resolve 'info1.exlservice.com' ([Errno 11001] getaddrinfo failed)""))"
Rocket Cos Inc,Mortgage Finance,Financials,United States,ESG Report,2023,https://s25.q4cdn.com/509921419/files/doc_downloads/2024/06/2023-esgreport-final.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s25.q4cdn.com', port=443): Max retries exceeded with url: /509921419/files/doc_downloads/2024/06/2023-esgreport-final.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A65BD0>: Failed to resolve 's25.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Rockwell Automation Inc,Electrical & Electronic Equipment,Resource Transformation,United States,SASB Report,2022,https://www.rockwellautomation.com/en-us/company/about-us/sustainability/report.html#gate-b261a893-324e-4c0f-be58-f24908b268fe,SASB,"⚠️ HTTPSConnectionPool(host='www.rockwellautomation.com', port=443): Max retries exceeded with url: /en-us/company/about-us/sustainability/report.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD4AD0>: Failed to resolve 'www.rockwellautomation.com' ([Errno 11001] getaddrinfo failed)""))"
Rodan & Fields LLC,Household & Personal Products,Consumer Goods,United States,ESG Report,2022,https://www.rodanandfields.com/en-us/assets/esg-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rodanandfields.com', port=443): Max retries exceeded with url: /en-us/assets/esg-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD6550>: Failed to resolve 'www.rodanandfields.com' ([Errno 11001] getaddrinfo failed)""))"
Rogers Communications Inc,Telecommunication Services,Technology & Communications,Canada,ESG Index,2024,https://about.rogers.com/wp-content/uploads/Data_Supplement_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='about.rogers.com', port=443): Max retries exceeded with url: /wp-content/uploads/Data_Supplement_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AC950>: Failed to resolve 'about.rogers.com' ([Errno 11001] getaddrinfo failed)""))"
Rogers Corp,Hardware,Technology & Communications,United States,Corporate Responsibility Reports,2021,https://rogerscorp.com/-/media/project/rogerscorp/documents/general/english/rogers-2021-esg-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='rogerscorp.com', port=443): Max retries exceeded with url: /-/media/project/rogerscorp/documents/general/english/rogers-2021-esg-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC69D0>: Failed to resolve 'rogerscorp.com' ([Errno 11001] getaddrinfo failed)""))"
Rogers Sugar Inc,Agricultural Products,Food & Beverage,Canada,ESG Report,2022,https://www.lanticrogers.com/media/financial-reports/2023/07/rsi_esg_2023fy22_en_final.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.lanticrogers.com', port=443): Max retries exceeded with url: /media/financial-reports/2023/07/rsi_esg_2023fy22_en_final.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB7E90>: Failed to resolve 'www.lanticrogers.com' ([Errno 11001] getaddrinfo failed)""))"
Rolls-Royce Holdings PLC,Aerospace & Defense,Resource Transformation,Britain,SASB Disclosure,2021,https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/sustainability/Reporting%20approach/rolls-royce-sasb-disclosure-reporting-year-2021.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rolls-royce.com', port=443): Max retries exceeded with url: /~/media/Files/R/Rolls-Royce/documents/sustainability/Reporting%20approach/rolls-royce-sasb-disclosure-reporting-year-2021.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AC6E10>: Failed to resolve 'www.rolls-royce.com' ([Errno 11001] getaddrinfo failed)""))"
Ronald Egusquiza Consultant,Oil & Gas – Exploration & Production,Extractives & Minerals Processing,United States,ESG Report,2023,https://petrotalcorp.com/wp-content/uploads/2024/11/PTAL_OUR-COMMITMENT-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='petrotalcorp.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/11/PTAL_OUR-COMMITMENT-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AD910>: Failed to resolve 'petrotalcorp.com' ([Errno 11001] getaddrinfo failed)""))"
Roper Technologies Inc,Software & IT Services,Technology & Communications,United States,ESG Report,2023,https://www.ropertech.com/wp-content/uploads/2024/04/2023-ESG-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.ropertech.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/04/2023-ESG-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AFA10>: Failed to resolve 'www.ropertech.com' ([Errno 11001] getaddrinfo failed)""))"
Ross Stores Inc,Multiline and Specialty Retailers & Distributors,Consumer Goods,United States,CSR Report,2023,https://corp.rossstores.com/wp-content/uploads/2024/10/Ross-2023-Corporate-Social-Responsibility-Report_FINAL.pdf,SASB,"⚠️ HTTPSConnectionPool(host='corp.rossstores.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/10/Ross-2023-Corporate-Social-Responsibility-Report_FINAL.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5CED0>: Failed to resolve 'corp.rossstores.com' ([Errno 11001] getaddrinfo failed)""))"
