Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Genpact Ltd,Technology & Communications,Software & IT Services,United States,Sustainability Report,2022,https://www.genpact.com/pdf/genpact-sustainability-report-2022,SASB
Gentera SASB de CV,Financials,Commercial Banks,Mexico,Informe Anual y de Sostenibilidad,2024,https://www.gentera.com.mx/wcm/connect/2b911279-ca37-4914-8212-88f6dac924f7/I.1+ii%29+a%29+Informe+anual+y+de+sostenibilidad+ejercicio+2024+Gentera+AGOA+11_abr_25_compressed.pdf?MOD=AJPERES,SASB
Gentherm Inc,Transportation,Auto Parts,United States,Sustainability Report,2023,https://gentherm.com/wp-content/uploads/V1_2023_SASB-Index.pdf,SASB
Genting Plantations Berhad,Food & Beverage,Agricultural Products,Malaysia,Sustainability Report,2022,https://www.gentingplantations.com/wp-content/uploads/2023/04/2022-GENP-SR.pdf,SASB
Genting Singapore Ltd,Services,Casinos & Gaming,Singapore,Sustainability Report,2024,https://gentingsingapore.listedcompany.com/misc/Sustainability-Report-2024.pdf,SASB
Genuine Parts Co,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Sustainability Report,2024,https://filecache.investorroom.com/mr5ir_genuineparts/933/GPC_2024_Sustainability_Report.pdf,SASB
Genworth Financial Inc,Financials,Insurance,United States,Sustainability Report,2024,https://d1io3yog0oux5.cloudfront.net/_224221aa37199b258613a0d5b84288dd/genworth/db/2390/22717/pdf/665101E-GNW2024SustainabilityReport.pdf,SASB
Geopark Ltd,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Colombia,ESG Report,2023,https://www.geo-park.com/wp-content/uploads/2024/05/Reporte-SPEED-Sostenibilidad-2023.pdf,SASB
Geoquip Marine Holding AG,Transportation,Marine Transportation,Switzerland,Sustainability Report,2021,https://www.geoquip-marine.com/wp-content/uploads/2022/05/Geoquip-Marine-ESG-Sustainability-Report-2021.pdf,SASB
Georg Fischer AG,Resource Transformation,Industrial Machinery & Goods,Switzerland,Annual Report,2024,https://www.georgfischer.com/content/dam/commonassets/corp/documents/reports/annual-report/annual-report-2024/en/annual-report-2024-full-version-en.pdf,SASB
George Weston Ltd,Food & Beverage,Food Retailers & Distributors,Canada,SASB Index,2023,https://www.weston.ca/en/pdf_en/GWL-ESG-Report-2023-EN.pdf,SASB
Gerdau SA,Extractives & Minerals Processing,Iron & Steel Producers,Brazil,Annual Report,2022,https://www2.gerdau.com.br/wp-content/uploads/2024/01/Gerdau-annual-report-2022-EN.pdf,SASB
Gestamp Automocion SA,Transportation,Auto Parts,Spain,Annual Report,2023,https://www.gestamp.com/Gestamp11/media/GestampFiles/Shareholders%20Investors/Economic%20Financial%20information/Annual%20Information/2023/ZZZ-Cuentas-Anuales-Consolidadas-(Ingles)-COMP.pdf?ext=.pdf,SASB
Getronics BV,Technology & Communications,Software & IT Services,Netherlands,ESG Report,2023,https://www2.getronics.com/ESG-report-2023.pdf,SASB
Getty Realty Corp,Infrastructure,Real Estate,United States,CSR Report,2022,https://gettyrealty.com/wp-content/uploads/2022/06/GettyRealty_2022_ESG_Final_Single.pdf,SASB
GFL Environmental,Infrastructure,Waste Management,Canada,SASB Report,2022,https://s24.q4cdn.com/409248530/files/SASB/GFL2022_SASB_Report_FINAL.pdf,SASB
GFT Technologies SE,Services,Professional & Commercial Services,Germany,Non-Financial Group Report,2021,https://www.gft.com/us/en/dam/jcr:9e78d8ec-6de6-4181-a2f0-e6b29fd7204a/gft-non-financial-report-2021-en.pdf,SASB
Ghabbour Auto,Transportation,Automobiles,Egypt,Sustainability Report,2022,https://s3.amazonaws.com/resources.inktankir.com/gb/GB-Corp-SR22.pdf,SASB
Gibson Energy,Extractives & Minerals Processing,Oil & Gas – Midstream,Canada,Sustainability Report,2022,https://www.gibsonenergy.com/wp-content/uploads/2023/09/Gibson-Sustainability-Update-Report_final.pdf,SASB
Gigabyte Technology Co Ltd,Technology & Communications,Hardware,Taiwan,Sustainability Report,2023,https://csr.gigabyte.tw/wp-content/uploads/2024/06/2023_%E6%8A%80%E5%98%89%E7%A7%91%E6%8A%80%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8_%E4%B8%AD%E6%96%87_all_%E6%9C%89%E4%BF%9D%E5%85%A8.pdf,SASB
Gildan Activewear Inc,Consumer Goods,"Apparel, Accessories & Footwear",Canada,Sustainability Report,2023,https://gildancorp.com/media/uploads/sustainability_reports/b23375_gildan_sustainability_report_14jun2024_r64uAK8.pdf,SASB
Gilead Sciences Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2023,https://www.gilead.com/-/media/files/pdfs/2023-Environmental-Social-Governance-Impact-Report.pdf,SASB
Gitlab Inc,Technology & Communications,Software & IT Services,United States,SASB Index,2024,https://about.gitlab.com/documents/FY24_SASB_Index.pdf,SASB
Givaudan SA,Resource Transformation,Chemicals,Switzerland,Integrated Report,2024,https://www.givaudan.com/specials/file/giv-2024-integrated-report.pdf,SASB
GivEnergy,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Report,2023,https://www.gevernova.com/sustainability/documents/Sustainability/GE_Vernova_Sustainability_Report_2023.pdf,SASB
Glaukos Corporation,Health Care,Medical Equipment & Supplies,United States,Sustainability Report,2021,https://s29.q4cdn.com/769210894/files/doc_downloads/corporate/Glaukos-2021-Sustainability-Report_vF.pdf,SASB
GlaxoSmithKline Pakistan Ltd,Health Care,Biotechnology & Pharmaceuticals,Pakistan,ESG Report,2023,https://www.gsk.com/media/11009/esg-performance-report-2023.pdf,SASB
GlaxoSmithKline PLC GSK,Health Care,Biotechnology & Pharmaceuticals,Britain,Performance Report,2024,https://www.gsk.com/media/11850/annual-report-2024.pdf,SASB
Glencore PLC,Extractives & Minerals Processing,Metals & Mining,Switzerland,Sustainability Report,2022,https://www.glencore.com/.rest/api/v1/documents/static/63d21a4e-30f6-40ca-b0f6-00ec64a718cf/GLEN_2022_sustainability_report.pdf,SASB
Glenveagh Properties PLC,Infrastructure,Home Builders,Ireland,Annual Report,2023,https://cdn.sanity.io/files/6xjk5tu7/production/7b79e9234dfb85bdb118b45696a2dd655ef399c8.pdf?dl,SASB
Global Payments Inc,Technology & Communications,Software & IT Services,United States,Global Responsbility Report,2024,https://d1io3yog0oux5.cloudfront.net/_3f766207108a71652f3a815baac59e66/globalpayments/db/2315/21252/report/2024_GP_GRR.pdf,SASB
Global Ship Lease Inc,Transportation,Marine Transportation,Britain,ESG Report,2023,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GSL_2022.pdf,DuckDuckGo
Global Unichip Corp,Technology & Communications,Semiconductors,Taiwan,ESG Report,2023,https://www.guc-asic.com/upload/esg_tcfd/2024_GUC_TCFD_E_0502_Lock.pdf,Google search
Global Water Resources Inc,Infrastructure,Water Utilities & Services,United States,Sustainability Report,2023,https://www.gwresources.com/_files/ugd/4c8d66_130ba7870c554f1d97fee25922e2d0da.pdf,SASB
GlobalFoundries,Technology & Communications,Semiconductors,United States,Sustainability Report,2024,https://gf.com/wp-content/uploads/2024/06/GF-CRR-24.pdf,SASB
Globant SA,Technology & Communications,Software & IT Services,Uruguay,Integrated Report,2022,https://statics.globant.com/production/public/2023-03/2022%20Integrated%20Report.pdf,SASB
Globe Life Inc,Financials,Insurance,United States,Sustainability Report,2024,https://investors.globelifeinsurance.com/environmental-social-and-governance/2024/glb3864-globe-life-sustainability-report-031825,SASB
Globe Telecom Inc,Technology & Communications,Telecommunication Services,Philippines,Integrated Report,2022,https://www.globe.com.ph/content/dam/globe/brie/AboutUs/investor-relations/integrated-report/Globe-2022-Integrated-Report.pdf,SASB
Globo Comunicacao e Participacoes SA,Services,Media & Entertainment,Brazil,ESG Report,2022,https://s3.glbimg.com/v1/AUTH_181ecc4c353545aaa3c24808d6e5977d/somos-globo/ESG%20Journey%202022%20Report.pdf,SASB
GMexico Transportes SAB de CV,Transportation,Rail Transportation,Mexico,Informe de Desarrollo Sustentable,2022,https://desarrollosustentable.gmexico.com/wp-content/uploads/2023/04/IDS2022_Esp.pdf,SASB
GMS Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,CSR Report,2024,https://content.prod.gms.com/binaries/content/assets/about-us/corporate-social-responsibility/gms2023csrreport.pdf,Google search
GoDaddy Inc,Technology & Communications,Internet Media & Services,United States,Sustainability Report,2023,https://s23.q4cdn.com/406380394/files/doc_downloads/2024/04/2023_GoDaddy_Sustainability_Report.pdf,SASB
Gogoro Inc,Technology & Communications,Software & IT Services,Taiwan,Impact Report,2023,https://investor.gogoro.com/impact/Impact_Report.pdf,SASB
Gol Linhas Aereas Inteligentes SA,Transportation,Airlines,Brazil,ESG Report,2023,https://s23.q4cdn.com/702696462/files/doc_downloads/2023/08/caap-2022-report.pdf,Google search
Gold Fields Ltd,Extractives & Minerals Processing,Metals & Mining,South Africa,ESG Index,2023,https://www.goldfields.com/pdf/investors/integrated-annual-reports/2023/esg-databook-2023-updated.xlsx,SASB
Gold Resource Corp,Extractives & Minerals Processing,Metals & Mining,United States,Sustainability Report,2022,https://goldresourcecorp.com/site/assets/files/6111/grc-2022-esg-report.pdf,SASB
Gold Road Resources Ltd,Extractives & Minerals Processing,Metals & Mining,Australia,Sustainability Report,2023,https://goldroad.com.au/wp-content/uploads/2025/03/20250331-Sustainability-Report-2024.pdf,Google search
Golden Agri-Resources Ltd,Food & Beverage,Agricultural Products,Singapore,SASB Index,2023,https://www.goldenagri.com.sg/?sdm_process_download=1&download_id=81697,SASB
Golden Ocean Group,Transportation,Marine Transportation,Norway,ESG Report,2023,https://www.goldenocean.bm/wp-content/uploads/2024/08/2023-Annual-ESG-Report.pdf,SASB
Golden Star Resources Ltd,Extractives & Minerals Processing,Metals & Mining,Canada,Corporate Responsibility Report,2020,http://s1.q4cdn.com/789791377/files/csr_reports/2021/2020-Annual-Corporate-Responsibility-Report.pdf,SASB
Goldman Sachs Group Inc/The,Financials,Investment Banking & Brokerage,United States,Sustainability Report,2023,https://www.goldmansachs.com/our-commitments/sustainability/2023-sustainability-report/multimedia/report.pdf,SASB
Goosehead Insurance Inc,Services,Professional & Commercial Services,United States,ESG Report,2023,https://www.goosehead.com/learning-center/getattachment/ac8ed8b3-758a-44bf-b772-59869b30e9ea/GH_2023_ESG_Report_Final.pdf,SASB
GoPro Inc,Technology & Communications,Hardware,United States,Sustainability Report,2024,https://s21.q4cdn.com/291350743/files/doc_governance/2024/May/gopro-2024-sustainability-report.pdf,SASB
GoTo Group,Consumer Goods,E-Commerce,Indonesia,Sustainability Report,2023,https://content.goinfra.co.id/asts/OurCommitment/GoTo%20Sustainability%20Report%202023.pdf,SASB
GPS Participacoes e Empreendimentos SA,Services,Professional & Commercial Services,Brazil,Sustainability Report,2023,https://gpssa.com.br/wp-content/uploads/2024/06/RAS-GPS-2023.pdf,SASB
Grab Holdings Ltd,Technology & Communications,Internet Media & Services,Singapore,ESG Report,2022,https://assets.grab.com/wp-content/uploads/media/si/reports/2022/Grab-ESG-Report-2022.pdf,SASB
Graco Inc.,Resource Transformation,Industrial Machinery & Goods,United States,ESG Report,2023,https://www.graco.com/content/dam/graco/corporate/literature/misc/Graco%20ESG%202023%20Report.pdf,SASB
GrafTech International Ltd,Resource Transformation,Chemicals,United States,Sustainability Report,2023,https://s202.q4cdn.com/770747151/files/doc_downloads/sustainability/2023/graftech-2023-sustainability-report-web.pdf,SASB
Graham Corp,Resource Transformation,Industrial Machinery & Goods,United States,SASB Report,2022,https://grahamcorp.com/wp-content/uploads/2022/06/38581_GrahamCorp_2022_SASBFactsheet_FINAL.pdf,SASB
GrainCorp Ltd,Food & Beverage,Agricultural Products,Australia,Sustainability Report,2024,https://www.graincorp.com.au/wp-content/uploads/2024/11/2024-Sustainability-Report.pdf,SASB
Gram Car Carriers ASA,Transportation,Marine Transportation,Norway,Annual Report,2022,https://mb.cision.com/Main/20956/3755192/1999390.pdf,SASB
Gran Tierra Energy Inc,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Canada,SASB Report,2022,https://www.grantierra.com/wp-content/uploads/2024/06/2023-Sustainability-Report.pdf,Google search
Grand City Properties SA,Infrastructure,Real Estate,Luxembourg,SASB Index,2021,https://www.grandcityproperties.com/fileadmin/user_upload/04_sustainability/Reports/GCP_SASB_Mapping_2021.pdf,SASB
Grand Korea Leisure Co Ltd,Services,Casinos & Gaming,South Korea,ESG Report,2022-2023,https://www.kocca.kr/download/cop/kocca_esg_e_v250320.pdf,Google search
Granite Construction Inc,Infrastructure,Engineering & Construction Services,United States,Sustainability Report,2023,https://www.graniteconstruction.com/sites/default/files/Granite-2023-Sustainability-Report.pdf,SASB
Granite Real Estate Investment Trust,Infrastructure,Real Estate,Canada,ESG Report,2023,https://granitereit.com/scheduled-assets/download/dc1e8950-cf8c-48c4-8f5e-09b2efa91a5f/report_file/2023-ESG+R%20Report,SASB
Grape King Bio Ltd,Consumer Goods,Household & Personal Products,Taiwan,ESG Report,2021,https://www.grapeking.com.tw/uploads/csr/20220114143325_82.pdf,SASB
Graphic Packaging Holding Co,Resource Transformation,Containers & Packaging,United States,ESG Report,2023,https://www.graphicpkg.com/custom-content/uploads/2024/08/2023_ESG_Report.pdf,SASB
Great Portland Estates plc,Infrastructure,Real Estate,Britain,Sustainability Report,2023,https://www.gpe.co.uk/media/jiqpmhfo/gpe_sustainability_performance_report_2023_interactive_1117.pdf,SASB
Greater Toronto Airports Authority,Transportation,Airlines,Canada,ESG Report,2023,https://cdn.torontopearson.com/-/media/project/pearson/content/corporate/who-we-are/pdfs/gtaa-2022-sustainability-report.pdf?rev=25287967c54749af98226bb532d2b53c&hash=E5EC76D0AD98E0E3937C21271894E381,Google search
Green Cross Corp,Health Care,Biotechnology & Pharmaceuticals,South Korea,Sustainability Report,2024,https://www.gccorp.com/eng/pdf/GC_Sustainability_Report_2024_kor.pdf,SASB
Green Cross Holdings Corp,Financials,Asset Management & Custody Activities,South Korea,Sustainability Report,2024,https://www.gccorp.com/kor/pdf/GC_Sustainability_Report_2024_eng.pdf,SASB
Green Hygienics Holdings Inc,Food & Beverage,Agricultural Products,United States,ESG Report,2021,https://www.greenhygienics.com/wp-content/uploads/Green-Hygienics-Holdings.pdf,SASB
Green Plains Inc,Renewable Resources & Alternative Energy,Biofuels,United States,Sustainability Report,2022,https://gpreinc.com/wp-content/uploads/2023/04/2022_Green_Plains_Sustainability_Report.pdf,SASB
GreenAndMore Kft,Technology & Communications,Telecommunication Services,Hungary,Sustainability Report,2023,https://www.telekom.hu/static-tr/sw/file/Sustainability_Report_2023.pdf,SASB
Greenbrier Cos Inc/The,Resource Transformation,Industrial Machinery & Goods,United States,ESG Report,2024,https://www.gbrx.com/wp-content/uploads/2024/11/Greenbrier_Sustainability24_vF.pdf,SASB
Greencore Group PLC,Food & Beverage,Processed Foods,Ireland,Sustainability Report,2024,https://www.greencore.com/app/uploads/2024/12/Greencore-Group-plc-Sustainability-Report-2024.pdf,SASB
Greif Inc,Resource Transformation,Containers & Packaging,United States,Sustainability Report,2022,https://sf-asset-manager.s3.amazonaws.com/97406/985/1093.pdf,SASB
Grendene SA,Consumer Goods,"Apparel, Accessories & Footwear",Brazil,Formulário de Referência,2024,https://s3.sa-east-1.amazonaws.com/static.grendene.aatb.com.br/form_referencia/2273_FR_2024.pdf,SASB
Grieg Seafood ASA,Food & Beverage,"Meat, Poultry & Dairy",Norway,Annual Report,2023,https://cdn.sanity.io/files/1gakia31/production/ec4015f73d37588cb577aa0ea2d18c85af3d65c2.pdf,SASB
Griffon Corp,Consumer Goods,Building Products & Furnishings,United States,Sustainability Report,2023,https://ir.griffon.com/system/files-encrypted/nasdaq_kms/assets/2024/11/19/10-41-15/Griffon%20CY2023%20Sustainability%20Report.pdf,Google search
Grifols SA,Health Care,Biotechnology & Pharmaceuticals,Spain,Integrated Report,2024,https://www.grifols.com/documents/3625622/7320249/IAR_EN.pdf/51b647a9-78f6-961c-2681-9c3fcd21c0bc?t=1742200153753,SASB
Group 1 Automotive Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Sustainability Report,2023,https://filecache.investorroom.com/mr5ir_group1new/1364/Group1-Sustainability%20Report%202023%20FINAL.pdf,SASB
Groupe Bruxelles Lambert,Financials,Asset Management & Custody Activities,Belgium,Rapport Annuel,2023,https://www.gbl.com/en/media/4058/annual_report_2023.pdf,SASB
Groupon Inc,Technology & Communications,Internet Media & Services,United States,ESG Report,2021,https://about.groupon.com/wp-content/uploads/2021/05/Groupon-2021-ESG-Report.pdf,SASB
Grove Collaborative Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Sustainability Report,2021,https://epantry.s3.amazonaws.com/uploads/GroveSustainabilityReport2021.pdf,SASB
Gruma SAB de CV,Food & Beverage,Processed Foods,Mexico,ESG Report,2023,https://www.gruma.com/media/725119/esg_gruma_report_2023.pdf,SASB
Grupo Aeromexico SAB de CV,Transportation,Airlines,Mexico,Informe de Sostenibilidad,2022,https://aeromexico.com/cms/sites/default/files/2023-06/INFORME-SOSTENIBILIDAD-2022-ES.pdf,SASB
Grupo Aeroportuario del Centro Norte SAB de CV,Services,Professional & Commercial Services,Mexico,Sustainability Report,2023,https://www.oma.aero/assets/004/6262.pdf,SASB
Grupo Aeroportuario del Pacifico SAB de CV,Services,Professional & Commercial Services,Mexico,Sustainability Report,2023,https://www.aeropuertosgap.com.mx/files/IS_GAP_2023_ENG_final.pdf,SASB
Grupo Aeroportuario del Sureste SAB de CV,Services,Professional & Commercial Services,Mexico,Informe de Sostenibilidad,2023,https://www.asur.com.mx/media/Responsabilidad%20Social/Informe%20de%20Sostenibilidad%202023.pdf,SASB
Grupo Arcor SA,Food & Beverage,Processed Foods,Argentina,Informe de Sostenibilidad,2022,https://sustentabilidad.arcor.com/assets/img/pdf/reporte-sustentabilidad-2022.pdf,SASB
Grupo Argos SA/Colombia,Extractives & Minerals Processing,Construction Materials,Colombia,Informe Integrado,2024,https://files.grupoargos.com/uploads-grupo-argos/2025/03/grupoargos-reporte-integrado-2024.pdf,SASB
Grupo Aval Acciones y Valores SA,Financials,Commercial Banks,Colombia,Sustainability Report,2023,https://www.grupoaval.com/repositorio/grupoaval/inversionistas/informacion-para-asamblea-de-accionistas/2024/IG-grupo-aval-2023-VF.pdf,SASB
Grupo Axo SAPI de CV,Consumer Goods,Multiline and Specialty Retailers & Distributors,Mexico,Sustainability Report,2023,https://grupoaxo.com/en/documents/relacion-con-inversionistas/Final%20Report%20AXO.pdf,SASB
Grupo Bimbo,Food & Beverage,Processed Foods,Mexico,Informe Anual,2023,https://d2rwhogv2mrkk6.cloudfront.net/s3fs-public/reportes-2024/ia_23_bimbo_esp_10.pdf?VersionId=SJ.cPZBs30GCoOp1enkuowbgFp0sJo0E,SASB
Grupo Comercial Chedraui SA de CV,Consumer Goods,Multiline and Specialty Retailers & Distributors,Mexico,Informe Integrado,2023,https://www.grupochedraui.com.mx/en/sustentabilidad/IAchedrauiVF.pdf,SASB
Grupo Cooperativo Cajamar,Financials,Commercial Banks,Spain,Informe de Sostenibilidad,2023,https://www.bcc.es/storage/documents/informe-integrado-68174.pdf,SASB
Grupo de Inversiones Surameric,Financials,Asset Management & Custody Activities,Colombia,SASB Index,2023,https://www.gruposura.com/wp-content/uploads/2024/03/sura-grupo-informe-anual-estandares-gri-circular-031-2022.pdf,SASB
Grupo de Moda SOMA SA,Consumer Goods,"Apparel, Accessories & Footwear",Brazil,Relatório Anual,2021,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numSequencia=604028&numVersao=1&numProtocolo=1079298&descTipo=IPE&CodigoInstituicao=1,Google search
Grupo Elektra SAB DE CV,Financials,Commercial Banks,Mexico,Sustainability Report,2023,https://www.grupoelektra.com.mx/Documents/Es/Downloads/Grupo-Elektra-Informe-de-Sustentabilidad-2023-Eng.pdf,SASB
Grupo Energía Bogotá,Infrastructure,Gas Utilities & Distributors,Colombia,Reporte Integrado de Sostenibilidad,2023,https://www.grupoenergiabogota.com/content/download/44818/file/V.FINAL%20REPORTE-INTEGRADO%202023.pdf,SASB
Grupo Financiero Banorte SAB de CV,Financials,Commercial Banks,Mexico,Annual Report,2024,https://investors.banorte.com/~/media/Files/B/Banorte-IR/financial-information/annual-reports/en/2025/Integrated%20Annual%20Report%202024_-_-.pdf,SASB
Grupo Financiero Ficohsa SA,Financials,Commercial Banks,Honduras,Sustainability Report,2021,https://www.ficohsa.com/media/1588/ficohsa-sustainability-report-2021.pdf,SASB
Grupo Financiero Galicia SA Banco Galicia,Financials,Commercial Banks,Argentina,Integrated Report,2024,https://www.galicia.ar/content/dam/galicia/sustentable/informes/informe-integrado-2023-ingles.pdf?srsltid=AfmBOoqsWTWm3psnwrRnotZgK5zIPCetyy2qESld9OK33SjBQr6Z6zo6,Google search
Grupo Financiero Santander Mex,Financials,Commercial Banks,Mexico,Informe Annual,2024,https://www.santander.com/content/dam/santander-com/es/documentos/informe-financiero-anual/2024/ifa-2024-informe-financiero-anual-consolidado-es.pdf,SASB
Grupo Herdez SAB de CV,Food & Beverage,Processed Foods,Mexico,Integrated Report,2022,https://sasb.ifrs.org/company-use/sasb-reporters/Grupo-Herdez-S.A.B.-de-C.V.-Annual-Report.pdf%20(grupoherdez.com.mx),SASB
Grupo Lala SAB de CV,Food & Beverage,"Meat, Poultry & Dairy",Mexico,Sustainability Report,2023,https://www.lala.com.mx/storage/app/media/Reportes%20de%20sustentabilidad/INFORME%20LALA%202023%20INGLES_compressed.pdf,SASB
Grupo Lamosa SAB de CV,Consumer Goods,Building Products & Furnishings,Mexico,Informe Anual Integrado,2024,https://www.grupolamosa.com/uploads/informes/2024/anual/pdf/mx/6MXh7gnxpM7zcq8eTVf4GqM4aetEGG8jcb9DRZnS.pdf,SASB
Grupo Mexico SAB de CV,Extractives & Minerals Processing,Metals & Mining,Mexico,Sustainability Report,2023,https://www.gmexico.com/GMDocs/InformeSustentable/Folletos/ESP/IDS23_ESP.pdf,SASB
Grupo Nacional Provincial SAB,Financials,Insurance,Mexico,Informe Integrado,2023,https://www.gnp.com.mx/content/dam/pp/mx/es/footer/blue-navigation/responsabilidad-social/informe-de-responsabilidad-social/informe-de-rse/Informe-Integrado-GNP-2023.pdf,SASB
Grupo Nagoin SA de CV,Infrastructure,Real Estate,Mexico,Informe de Sostenibilidad,2022,https://fibraeduca.com/media/fibraeduca/pdf/Informe-Anual-de-Sustentabilidad-2022.pdf,SASB
Grupo Nutresa Nutresa,Food & Beverage,Processed Foods,Colombia,Sustainability Report,2024,https://gruponutresa.com/redirect.php?url=https://data.gruponutresa.com/informes/2024-sustainability-report-summary-grupo-nutresa.pdf,SASB
Grupo Palacio de Hierro SAB de CV,Consumer Goods,Multiline and Specialty Retailers & Distributors,Mexico,Informe de Sostenibilidad,2022,https://www.elpalaciodehierro.com/on/demandware.static/-/Library-Sites-palacio-content-global/default/PDF/Informativas/Gobierno-corporativo/sustenta.pdf,SASB
Grupo Rotoplas SAB de CV,Infrastructure,Water Utilities & Services,Mexico,Informe Anual,2022,https://rotoplas.com/inversionistas/rtp_resources/reporte-anual/2022/informe-anual-rotoplas-2022.pdf,SASB
Grupo SBF SA,Consumer Goods,Multiline and Specialty Retailers & Distributors,Brazil,Sustainability Report,2023,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiDkfWkra-GAxW9m4kEHYhOBeYQFnoECBQQAQ&url=https%3A%2F%2Fwww.rad.cvm.gov.br%2FENET%2FfrmDownloadDocumento.aspx%3FTela%3Dext%26numProtocolo%3D1241402%26descTipo%3DIPE%26CodigoInstituicao%3D1&usg=AOvVaw36AJBWjMdi_Deo8d8ritQw&opi=89978449,SASB
Grupo Sports World SAB de CV,Services,Leisure Facilities,Mexico,Annual Report,2023,https://www.sportsworld.com.mx/uploads/es/documents/reports_annual/gsw_informe_anual_2023.pdf,SASB
Grupo Supervielle SA,Financials,Commercial Banks,Argentina,Annual Integrated Report,2024,https://s26.q4cdn.com/426641508/files/doc_downloads/sustainability/2025/AA_Supervielle_2024_ENG_A.pdf,SASB
Grupo Televisa SAB,Technology & Communications,Telecommunication Services,Mexico,Sustainability Report,2023,https://www.televisair.com/~/media/Files/T/Televisa-IR/documents/2023-sustainability-report.pdf,SASB
Grupo Traxion SAB de CV,Transportation,Road Transportation,Mexico,Integrated Report,2023,https://43725142.fs1.hubspotusercontent-na1.net/hubfs/43725142/docs-sostenibilidad/en/IA%20Traxion%202023%20ingles.pdf,SASB
GS Caltex Corp,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,South Korea,Sustainability Report,2021,https://www.gscaltex.com/download/729,SASB
GS Engineering & Construction Corp,Infrastructure,Engineering & Construction Services,South Korea,Integrated Report,2024,https://www.gsenc.com/FileUpload/Bbs_New/2024%20Integrated%20Report.pdf,SASB
GS Holdings Corp,Food & Beverage,Food Retailers & Distributors,South Korea,Sustainability Report,2023,https://gsholdings.com.sg/wp-content/uploads/2022/12/GS-Holdings_Sustainability-Report-FY2021.pdf,Google search
GS Retail Co Ltd,Food & Beverage,Food Retailers & Distributors,South Korea,Sustainability Report,2023,http://hpimg.gsretail.com/_ui/desktop/common/docs/gsr_sustainability_report_2023.pdf,SASB
GS Yuasa Corp,Renewable Resources & Alternative Energy,Fuel Cells & Industrial Batteries,Japan,Annual Report,2021,https://www.gs-yuasa.com/jp/ir/pdf/GS_Yuasa_Report_2021.pdf,SASB
GT Capital Holdings Inc,Financials,Asset Management & Custody Activities,Philippines,Integrated Report,2023,https://www.gtcapital.com.ph/storage/uploads/annual-reports/GTCAP%202023%20Integrated%20Report%20[Built%20on%20Trust%20and%20Partnerships].pdf,SASB
GTIH,Health Care,Biotechnology & Pharmaceuticals,United States,Sustainability Report,2024,https://www.iqvia.com/-/media/iqvia/pdfs/about-us/esg/iqvia-2024-sustainability-report.pdf,SASB
Guangdong Guanhao High-Tech Co Ltd,Renewable Resources & Alternative Energy,Pulp & Paper Products,China,Sustainability Report,2023,https://q.stock.sohu.com/newpdf/202458728229.pdf,SASB
Guardant Health Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Update,2024,https://s26.q4cdn.com/594050615/files/doc_presentations/2024/05/Guardant-ESG-Report-Update_2024.pdf,SASB
"Guess?, Inc.",Consumer Goods,"Apparel, Accessories & Footwear",United States,ESG Report,2022-2023,https://esgreport.guess.com/application/files/3516/8855/0530/GUESS_SR22-23_Full_report.pdf,SASB
"Guidewire Software, Inc.",Technology & Communications,Software & IT Services,United States,Sustainability Report,2024,https://explore.guidewire.com/c/2024-guidewire-sustainability-report?x=igMXX3&_gl=1*16sten7*_ga*Mzc1MjUyMTcxLjE3Mjg2ODM0NTQ.*_ga_LN5WM89V7V*MTcyODY4MzQ1NC4xLjAuMTcyODY4MzQ1NC42MC4wLjA.,SASB
Guizhou Zhenhua E-chem Inc,Resource Transformation,Electrical & Electronic Equipment,China,ESG Report,2023,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2024-04-20/688707_20240420_JCE1.pdf,SASB
Gulfport Energy Corp,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,United States,Sustainability Report,2024,https://d1io3yog0oux5.cloudfront.net/_df1b1dc195f60e19f5f532b393166607/gulfportenergy/files/pages/sustainability/GPO_CSR_2024_Final_Web.pdf,SASB
Guoyuan Securities Co Ltd,Financials,Investment Banking & Brokerage,China,Sustainability Report,2023,https://www.gyzq.com.cn/upload/20240327/20240327171251377.pdf,SASB
GXO Logistics Inc,Services,Professional & Commercial Services,United States,Impact Report,2023,https://gxo.com/wp-content/uploads/2024/06/2023-ESG-Report.pdf,SASB
